acceptedTaxonKey,accepetedTaxonName,TropicosNameID,FullNameWithAuthors,taxonRank,id_name_APD,taxonid_IUCN,redlistCategory,redlistCriteria,yearPublished,EOO,AOO,elevation_upper,elevation_lower,assessmentDate,assessor,reviewer,populationTrend
636,Baikiaea insignis,13069370,Baikiaea insignis Benth.,Species,176710,61531890,LC,NA,2019,2757907.08,528.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
638,Baikiaea robynsii,13049775,Baikiaea robynsii Ghesq. ex Laing,Species,61831,204799834,LC,,2022,799805,152,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
639,Baillonella toxisperma,28700859,Baillonella toxisperma Pierre,Species,177557,33039,VU,A1cd,1998,NA,NA,NA,NA,01/01/1998,"White, L.",0,NA
651,Balanites wilsoniana,100152043,Balanites wilsoniana Dawe & Sprague,Species,174176,145398074,LC,NA,2020,2405119.09,172.00,1200,0,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Timberlake, J.R.",Stable
652,Balanites wilsoniana var. glabripetala,100152045,Balanites wilsoniana var. glabripetala Sands,Variety,,,,,,,,,,,,,
656,Baphia acuminata,13058052,Baphia acuminata De Wild.,Species,124854,144292055,LC,NA,2019,1362610.22,504.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
657,Baphia buettneri,13058077,Baphia buettneri Harms,Species,177141,19891473,LC,NA,2012,230000,NA,400,0,23/04/2010,"Contu, S.","Hilton-Taylor, C.",Stable
662,Baphia cymosa,13076425,Baphia cymosa Breteler,Species,69446,173476614,EN,"B2ab(i,ii,iii,iv,v)",2020,12342,12,50,25,11/06/2020,"Simo-Droissart, M., Bidault, E., Paradis, A.-H., Texier, N. & StÈvart, T.","Lachenaud, O., Ikabanga, D.U., Boupoya, A., Bouka, D.U.G. & Andriamahefarivo, L.",Decreasing
664,Baphia hylophila,13058064,Baphia hylophila Harms,Species,69454,,,,,,,,,,,,
665,Baphia laurifolia,13048030,Baphia laurifolia Baill.,Species,69399,144281173,LC,NA,2019,1486136.53,564.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
666,Baphia leptobotrys,13058066,Baphia leptobotrys Harms,Species,177132,202750,LC,NA,2019,278807.78,176.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
668,Baphia leptostemma,13048031,Baphia leptostemma Baill.,Species,177133,62481,LC,NA,2019,336525.99,216.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
669,Baphia letestui,100535213,,Species,69400,173476624,NT,NA,2021,148631.2,52,1000,10,12/03/2021,"Simo-Droissart, M., Barber·, P., Bidault, E., Bouka, D.U.G., Ikabanga, D.U., Paradis, A.-H., Texier, N. & StÈvart, T.","Hills, R.",Decreasing
673,Baphia nitida,13048033,Baphia nitida Lodd.,Species,69405,19891986,LC,NA,2012,NA,NA,600,0,14/04/2010,"Contu, S.","Hilton-Taylor, C.",Stable
681,Baphiopsis parviflora,13047598,Baphiopsis parviflora Benth. ex Baker,Species,70506,144298959,LC,NA,2019,2128569.44,288.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
684,Barteria dewevrei,50135759,Barteria dewevrei De Wild. & T. Durand,Species,114712,,,,,,,,,,,,
685,Barteria fistulosa,24201357,Barteria fistulosa Mast.,Species,114709,147043417,LC,NA,2019,2436240.27,1908.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Dassou, H., Adomou, A. & Salako, K.V.",Stable
686,Barteria nigritana,24201553,Barteria nigritana Hook. f.,Species,114707,143717501,LC,NA,2019,1773152.47,476.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
687,Barteria solida,50228200,Barteria solida Breteler,Species,114713,204713287,LC,,2022,1994865,152,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
784,Beilschmiedia alata,17802658,Beilschmiedia alata Robyns & R. Wilczek,Species,48887,144052496,EN,"B2ab(i,ii,iii)",2019,27211,12,NA,NA,12/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
785,Beilschmiedia anacardioides,17802660,Beilschmiedia anacardioides (Engl. & K. Krause) Robyns & R. Wilczek,Species,48889,144053134,VU,"B2ab(i,ii,iii)",2019,165633,28,NA,NA,24/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
786,Beilschmiedia calcitranthera,17803186,Beilschmiedia calcitranthera Fouilloy,Species,48961,144057029,EN,"B2ab(i,ii,iii)",2019,21106,20,NA,NA,01/07/2019,"de Kok, R.","Onana, J.-M.",Unknown
787,Beilschmiedia cinnamomea,17802673,Beilschmiedia cinnamomea (Stapf) Robyns & R. Wilczek,Species,48895,144142020,EN,"B2ab(i,ii,iii)",2019,163614,20,NA,NA,24/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
788,Beilschmiedia congolana,17802676,Beilschmiedia congolana Robyns & R. Wilczek,Species,48897,144143573,EN,"B2ab(i,ii,iii)",2019,270155,20,NA,NA,11/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
789,Beilschmiedia corbisieri,17802677,Beilschmiedia corbisieri (Robyns) Robyns & R. Wilczek,Species,48898,144144668,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2019,8-100,8,NA,NA,11/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
790,Beilschmiedia dinklagei,17802683,Beilschmiedia dinklagei (Engl.) Robyns & R. Wilczek,Species,48903,144163958,VU,"B2ab(i,ii,iii)",2019,69221,36,NA,NA,26/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
791,Beilschmiedia diversiflora,17802686,Beilschmiedia diversiflora Pierre ex Robyns & R. Wilczek,Species,48904,144164749,VU,"B2ab(i,ii,iii,iv)",2020,145296,24-2000,NA,NA,24/06/2020,"de Kok, R.","Onana, J.-M.",Unknown
793,Beilschmiedia fulva,17802690,Beilschmiedia fulva Robyns & R. Wilczek,Species,48909,144239683,LC,NA,2019,444052,84,660,660,12/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
794,Beilschmiedia gaboonensis,17804353,Beilschmiedia gaboonensis (Meisn.) Benth.,Species,48910,144240400,LC,NA,2019,256436,48,NA,NA,01/07/2019,"de Kok, R.","Onana, J.-M.",Unknown
795,Beilschmiedia grandibracteata,17802693,Beilschmiedia grandibracteata Robyns & R. Wilczek,Species,48913,144666228,EN,"B2ab(i,ii,iii,iv)",2021,7596,12-500,NA,NA,03/07/2020,"de Kok, R.","Onana, J.-M.",Unknown
796,Beilschmiedia grandifolia,17802694,Beilschmiedia grandifolia (Stapf) Robyns & Wilczek,Species,48914,144666278,VU,"B2ab(i,ii,iii,iv)",2021,187158,32-2000,NA,NA,09/07/2020,"de Kok, R.","Onana, J.-M.",Unknown
797,Beilschmiedia insularum,17802698,Beilschmiedia insularum Robyns & R. Wilczek,Species,48916,145276608,EN,"B2ab(i,ii,iii)",2019,21094,16,NA,NA,19/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
798,Beilschmiedia jacques-felixii,17802701,Beilschmiedia jacques-felixii Robyns & R. Wilczek,Species,48918,145276796,VU,"B2ab(i,ii,iii,iv)",2020,60853,24-2000,NA,NA,26/06/2020,"de Kok, R.","Onana, J.-M.",Unknown
799,Beilschmiedia klainei,17802702,Beilschmiedia klainei Robyns & R. Wilczek,Species,48919,145277549,VU,"B2ab(i,ii,iii)",2019,47761,40,NA,NA,26/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
800,Beilschmiedia mannii,17803196,Beilschmiedia mannii Robyns & R. Wilczek,Species,48926,62020015,LC,NA,2019,2231235,488,NA,NA,19/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
802,Beilschmiedia minutiflora,17802723,Beilschmiedia minutiflora A. Chev.,Species,48931,145283349,LC,NA,2019,247639,64,500,50,26/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
803,Beilschmiedia neoletestui,17803198,Beilschmiedia neoletestui Fouilloy & N. Halle,Species,48934,145283746,CR,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2019,4-100,4,NA,NA,01/07/2019,"de Kok, R.","Onana, J.-M.",Unknown
804,Beilschmiedia oblongifolia,17802727,Beilschmiedia oblongifolia Robyns & R. Wilczek,Species,48936,145284779,VU,"B2ab(i,ii,iii)",2019,685511,32,2000,1400,11/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
805,Beilschmiedia obscura,17801525,Beilschmiedia obscura (Stapf) A. Chev.,Species,48937,174397680,LC,NA,2021,384094,NA,900,50,30/11/2020,"Texier, N. & StÈvart, T.","Lachenaud, O., Bidault, E., Paradis, A.-H., Simo-Droissart, M. & Andriamahefarivo, L.",Unknown
806,Beilschmiedia paulocordata,17803199,Beilschmiedia paulocordata Fouilloy & N. Halle,Species,48940,145287091,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2019,8-100,8,NA,NA,26/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
807,Beilschmiedia pellegrinii,17803200,Beilschmiedia pellegrinii Fouilloy & N. Halle,Species,48941,145287135,CR,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2019,4-100,4,NA,NA,01/07/2019,"de Kok, R.","Onana, J.-M.",Unknown
808,Beilschmiedia pierreana,17802733,Beilschmiedia pierreana Robyns & R. Wilczek,Species,48942,145288778,LC,NA,2019,247697,204,NA,NA,26/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
809,Beilschmiedia preussioides,17803201,Beilschmiedia preussioides Fouilloy & N. Halle,Species,48944,145289053,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2020,3841,12-500,900,900,23/06/2020,"de Kok, R.","Onana, J.-M.",Unknown
811,Beilschmiedia thollonii,17802740,Beilschmiedia thollonii Robyns & R. Wilczek,Species,48951,145290984,CR,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2019,4-100,4,NA,NA,01/07/2019,"de Kok, R.","Onana, J.-M.",Unknown
812,Beilschmiedia versicolor,17802971,Beilschmiedia versicolor Kosterm.,Species,48956,145295519,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2019,8-100,8,NA,NA,24/06/2019,"de Kok, R.","Onana, J.-M.",Unknown
814,Beilschmiedia zenkeri,17801422,Beilschmiedia zenkeri Engl.,Species,48960,145296164,LC,NA,2020,954661,NA,NA,NA,23/06/2020,"de Kok, R.","Onana, J.-M.",Unknown
6791,Belonophora coffeoides,50169967,Belonophora coffeoides Hook. f.,Species,128886,174411550,LC,NA,2021,7144297,NA,1400,10,01/01/2021,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Unknown
816,Belonophora coffeoides subsp. hypoglauca,50169969,Belonophora coffeoides subsp. hypoglauca (Welw. ex Hiern) S.E. Dawson & Cheek,Subspecies,,,,,,,,,,,,,
817,Belonophora coriacea,27907029,Belonophora coriacea Hoyle,Species,88621,,,,,,,,,,,,
819,Belonophora ongensis,50169965,Belonophora ongensis S.E. Dawson & Cheek,Species,88628,39585,CR,A1c+2c,2000,NA,NA,NA,NA,01/01/2000,"Cheek, M. & Cable, S.",0,NA
823,Berlinia auriculata,13047604,Berlinia auriculata Benth.,Species,70245,62021066,LC,NA,2017,557075,324,NA,NA,21/11/2016,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",Unknown
824,Berlinia bracteosa,13047605,Berlinia bracteosa Benth.,Species,70246,62021075,LC,NA,2017,641498,480,NA,NA,21/11/2016,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",Unknown
825,Berlinia bruneelii,13049659,Berlinia bruneelii Torre & Hillc.,Species,70247,103849107,LC,NA,2017,2061818,340,NA,NA,21/11/2016,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",Stable
826,Berlinia confusa,13049655,Berlinia confusa Hoyle,Species,70248,62021125,LC,NA,2017,1581851,404,NA,NA,21/11/2016,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",Unknown
827,Berlinia congolensis,13049660,Berlinia congolensis (Baker f.) Keay,Species,70249,103849291,LC,NA,2017,2191632,176,NA,NA,21/11/2016,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",Unknown
828,Berlinia craibiana,13049629,Berlinia craibiana Baker f.,Species,70251,103849572,LC,NA,2017,505932,164,NA,NA,23/11/2016,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",Unknown
829,Berlinia grandiflora,13049650,Berlinia grandiflora (Vahl) Hutch. & Dalziel,Species,177392,62021182,LC,NA,2017,6870463,592,NA,NA,29/11/2016,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",Unknown
830,Berlinia immaculata,100297865,Berlinia immaculata Mackinder & Wieringa,Species,184157,103851040,NT,NA,2017,21827,24,NA,NA,21/11/2016,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",Unknown
831,Berlinia rabiensis,100297868,Berlinia rabiensis Mackinder,Species,181687,103851258,EN,D,2017,377,16,NA,NA,21/11/2016,"Mackinder, B., Hargreaves, S. & Wieringa, J.","Rivers, M.C.",Stable
832,Berlinia razzifera,100297869,Berlinia razzifera Mackinder & Wieringa,Species,184156,103851275,EN,B1ab(iii),2017,37,16,NA,NA,21/11/2016,"Mackinder, B., Hargreaves, S. & Wieringa, J.","Rivers, M.C.",Stable
833,Berlinia viridicans,13049654,Berlinia viridicans Baker f.,Species,70262,103851416,LC,NA,2017,58439,24,NA,NA,25/11/2016,"Mackinder, B. & Hargreaves, S.","Rivers, M.C.",Unknown
835,Bersama abyssinica,20500027,Bersama abyssinica Fresen.,Species,174206,146298209,LC,NA,2020,8578719.48,1048,2700,0,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Timberlake, J.R.",Stable
836,Bersama abyssinica subsp. paullinioides,20500031,Bersama abyssinica subsp. paullinioides (Planch.) Verdc.,Subspecies,,,,,,,,,,,,,
837,Bersama maxima,20500024,Bersama maxima Baker,Species,57247,,,,,,,,,,,,
868,Bertiera subsessilis,27912375,Bertiera subsessilis Hiern,Species,177622,,,,,,,,,,,,
872,Bikinia aciculifera,50202703,Bikinia aciculifera Wieringa,Species,71116,116858622,VU,"B1ab(iii,v)+2ab(iii,v)",2021,5826.1,40,300,140,19/08/2020,"Simo-Droissart, M., Mboma, R., Texier, N. & StÈvart, T.","Hills, R.",Decreasing
873,Bikinia breynei,50202704,Bikinia breynei (Bamps) Wieringa,Species,71117,19893051,EN,B1ab(iii),2012,4000,NA,350,200,20/04/2010,"Contu, S.","Hilton-Taylor, C.",Unknown
874,Bikinia congensis,50202705,Bikinia congensis Wieringa,Species,71118,116858862,NT,NA,2021,45437,52,500,200,24/05/2019,"Dauby, G., Simo-Droissart, M. & Tack, W.","StÈvart, T. & Gereau, R.E.",Decreasing
875,Bikinia coriacea,50202706,Bikinia coriacea (J.Morel ex Aubrév.) Wieringa,Species,71119,116858643,VU,"B2ab(iii,v)",2021,61877.5,56,300,80,17/06/2020,"Simo-Droissart, M., Bidault, E., Mboma, R., Texier, N. & StÈvart, T.","Boupoya, A., Ikabanga, D.U., Bouka, D.U.G., Engone Obiang, N., Paradis, A.-H. & Issembe, Y.",Decreasing
876,Bikinia durandii,50202707,Bikinia durandii (F. Hallé & Normand) Wieringa,Species,71120,32084,LC,,2022,68972,212,NA,NA,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
877,Bikinia evrardii,50202708,Bikinia evrardii (Bamps) Wieringa,Species,71121,116858734,LC,,2022,676035,156,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
878,Bikinia grisea,50202709,Bikinia grisea Wieringa,Species,71122,116858754,LC,NA,2020,65406.55,128.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Wieringa, J.",Stable
7306,Bikinia letestui,50202710,Bikinia letestui (Pellegr.) Wieringa,Species,177717,,,,,,,,,,,,
7315,Bikinia letestui subsp. letestui,50296307,Bikinia letestui subsp. letestui ,Subspecies,,,,,,,,,,,,,
883,Bikinia media,50202712,Bikinia media Wieringa,Species,71124,116858813,LC,NA,2020,94331.70,136.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Wieringa, J.",Stable
884,Bikinia pellegrinii,50202713,Bikinia pellegrinii (A. Chev.) Wieringa,Species,71125,116858841,LC,,2022,255836,480,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
892,Bizonula letestui,100298551,,Species,91119,174427128,CR,B2ab(iii),2020,NA,4,300,300,03/06/2020,"Paradis, A.-H., Texier, N. & StÈvart, T.","Bidault, E., Lowry II, P.P., Andriamahefarivo, L., Andriambololonera, S., Faranirina, L. & Manjato, N.",Unknown
893,Blighia unijugata,28600828,Blighia unijugata Baker,Species,,146448311,LC,NA,2020,13609529.79,900.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"von Staden, L. & Hilton-Taylor, C.",Stable
894,Blighia welwitschii,28601308,Blighia welwitschii (Hiern) Radlk.,Species,90833,146420535,LC,NA,2020,5451157.05,524.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Cheek, M. & van der Burgt, X.",Stable
6640,Blighiopsis gabonica,100393966,Blighiopsis gabonica (Breteler) H.C. Hopkins,Species,234918,,,,,,,,,,,,
900,Bobgunnia fistuloides,50060416,Bobgunnia fistuloides (Harms) J.H. Kirkbr. & Wiersema,Species,71052,33061,LC,NA,2012,NA,NA,500,390,10/06/2010,"Groom, A.","Hilton-Taylor, C.",Stable
6641,Bombax brevicuspe,3900496,Bombax brevicuspe Sprague,Species,48440,33218,VU,A1cd,1998,NA,NA,NA,NA,01/01/1998,"Hawthorne, W.",0,NA
913,Bombax buonopozense,3900504,Bombax buonopozense P. Beauv.,Species,48441,144306050,LC,NA,2019,4908189.95,536.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
918,Boutiquea platypetala,1601636,Boutiquea platypetala (Engl. & Diels) Le Thomas,Species,7041,39475,VU,B2ab(iii),2014,29504,28,800,300,05/09/2014,"Cheek, M.","Onana, J.-M.",Decreasing
6792,Brachystegia cynometroides,13049682,Brachystegia cynometroides Harms,Species,61753,19892051,LC,NA,2012,NA,NA,500,200,15/09/2010,"Contu, S.","Hilton-Taylor, C.",Stable
926,Brachystegia laurentii,13049754,Brachystegia laurentii (De Wild.) Louis ex Hoyle,Species,61758,62021407,LC,NA,2019,1561579,NA,NA,NA,23/01/2019,"Hills, R.","Onana, J.-M.",Decreasing
927,Brachystegia mildbraedii,13049721,Brachystegia mildbraedii Harms,Species,61762,62021427,LC,NA,2019,175537,NA,1000,300,23/01/2017,"Hills, R.","Onana, J.-M.",Unknown
937,Brazzeia congoensis,29300007,Brazzeia congoensis Baill.,Species,12208,174486136,LC,,2022,1294602,132,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
938,Brazzeia soyauxii,29300001,Brazzeia soyauxii (Oliv.) Tiegh.,Species,177432,170114838,LC,NA,2020,179772.89,208.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Wieringa, J.",Stable
939,Brenania brieyi,27909355,Brenania brieyi (De Wild.) Petit,Species,88702,,,,,,,,,,,,
940,Bridelia atroviridis,12804098,Bridelia atroviridis Müll. Arg.,Species,107830,,,,,,,,,,,,
941,Bridelia ferruginea,12802895,Bridelia ferruginea Benth.,Species,107825,153940591,LC,NA,2021,7648731.05,4324.00,1000,500,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Timberlake, J.R.",Stable
942,Bridelia grandis,12804100,Bridelia grandis Pierre ex Hutch.,Species,174139,61956489,LC,NA,2021,3081670,NA,NA,NA,08/09/2020,"Hills, R. & Doucet, J.","StÈvart, T. & van der Burgt, X.",Unknown
943,Bridelia grandis subsp. grandis,50242443,Bridelia grandis subsp. grandis ,Subspecies,,,,,,,,,,,,,
944,Bridelia micrantha,12802896,Bridelia micrantha (Hochst.) Baill.,Species,107826,61956569,LC,NA,2017,NA,NA,1750,300,23/02/2017,"Rivers, M.C., Barstow, M. & Mark, J.","Oldfield, S.",Stable
946,Bridelia wilksii,100447897,Bridelia wilksii Breteler,Species,226543,174410123,EN,"B1ab(iii,v)+2ab(iii,v)",2020,4949.4,24,690,60,22/06/2020,"Simo-Droissart, M., Texier, N., Paradis, A.-H. & StÈvart, T.","Bouka, D.U.G., Bidault, E., Boupoya, A., Lachenaud, O., Ikabanga, D.U. & Andriamahefarivo, L.",Decreasing
7316,Brieya fasciculata,1600998,Brieya fasciculata De Wild.,Species,,132515863,LC,NA,2019,3163231,184,1326,200,07/08/2018,"Cosiaux, A., Couvreur, T.L.P. & Erkens, R.H.J.","Gosline, G.",Unknown
957,Buchholzia coriacea,5900752,Buchholzia coriacea Engl.,Species,13040,173367217,LC,,2022,1427910,304,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
958,Buchholzia tholloniana,5900587,Buchholzia tholloniana Hua,Species,13041,173367273,LC,NA,2021,2250812.8,NA,600,550,19/03/2021,"Simo-Droissart, M., Barber·, P., Bidault, E., Paradis, A.-H., Texier, N. & StÈvart, T.","Hills, R.",Decreasing
1080,Calpocalyx brevifolius,50102397,Calpocalyx brevifolius Villiers,Species,69964,34518,VU,B1ab(iii)+2ab(iii),2021,18756,24,250,50,28/07/2020,"Simo-Droissart, M., Bidault, E., Paradis, A.-H., Texier, N. & StÈvart, T.","Hills, R.",Unknown
1081,Calpocalyx dinklagei,13057515,Calpocalyx dinklagei Harms,Species,69966,144264861,LC,NA,2019,420375.76,396.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
