acceptedTaxonKey,accepetedTaxonName,TropicosNameID,FullNameWithAuthors,taxonRank,id_name_APD,taxonid_IUCN,redlistCategory,redlistCriteria,yearPublished,EOO,AOO,elevation_upper,elevation_lower,assessmentDate,assessor,reviewer,populationTrend
4668,Placodiscus caudatus,28601480,Placodiscus caudatus Pierre ex Radlk.,Species,91235,46179,EN,B2ab(iii),2004,NA,NA,NA,NA,30/04/2004,"Cheek, M.","Hilton-Taylor, C. & Pollock, C.M. (Red List Programme Office)",Decreasing
4669,Placodiscus glandulosus,28601330,Placodiscus glandulosus Radlk.,Species,91238,174427709,NT,NA,2021,176871,60,780,20,04/12/2020,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Unknown
4670,Placodiscus opacus,28601487,Placodiscus opacus Radlk.,Species,91239,46180,VU,B2ab(iii),2004,NA,NA,NA,NA,30/04/2004,"Cheek, M.","Hilton-Taylor, C. & Pollock, C.M. (Red List Programme Office)",Decreasing
4671,Placodiscus resendeanus,28601534,Placodiscus resendeanus Exell & Mendonça,Species,91243,,,,,,,,,,,,
4673,Plagiosiphon emarginatus,13052194,Plagiosiphon emarginatus (Hutch. & Dalziel) J. Léonard,Species,70120,144305041,LC,NA,2019,1275955.88,292.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
4685,Plagiosiphon gabonensis,13052195,Plagiosiphon gabonensis J. Léonard,Species,70121,32086,LC,,2022,185514,260,NA,NA,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
4703,Plagiosiphon longitubus,13052196,Plagiosiphon longitubus J. Léonard,Species,70122,39526,LC,,2022,390000,160,NA,NA,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N., Stévart, T. & van der Burgt, X.",Stable
4705,Plagiosiphon multijugus,13052197,Plagiosiphon multijugus J. Léonard,Species,70123,144305677,LC,NA,2019,187483.71,140.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
4707,Plagiostyles africana,12804255,Plagiostyles africana (Müll. Arg.) Prain,Species,108179,143713288,LC,NA,2019,1152540.46,388.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
6803,Platysepalum violaceum,13054076,Platysepalum violaceum Welw. ex Baker,Species,177400,156111110,LC,NA,2019,2469843.85,160.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Cheek, M. & van der Burgt, X.",Stable
4712,Pleiocarpa bicarpellata,1805343,Pleiocarpa bicarpellata Stapf,Species,75364,143722782,LC,NA,2019,921595.22,192.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
4719,Pleiocarpa mutica,1800037,Pleiocarpa mutica Benth.,Species,75371,136110351,LC,NA,2018,1687221.35,424.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
4724,Pleiocarpa pycnantha,1805705,Pleiocarpa pycnantha (K. Schum.) Stapf,Species,75374,144305485,LC,NA,2019,9238993.89,732.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
4730,Plesiatropha paniculata,100244912,Plesiatropha paniculata (Pax) Breteler,Species,179528,173463208,LC,NA,2021,2697509,NA,700,10,07/03/2021,"Barber·, P. & StÈvart, T.","Ikabanga, D.U., Andriamahefarivo, L., Texier, N., Lachenaud, O., Paradis, A.-H., Simo-Droissart, M. & Bouka, D.U.G.",Unknown
4731,Plesiatropha paniculata subsp. paniculata,100244914,Plesiatropha paniculata subsp. paniculata ,Subspecies,,173463256,LC,NA,2021,1207522,NA,700,30,12/01/2021,"Barber·, P. & StÈvart, T.","Hills, R.",Unknown
4732,Poga oleosa,27600192,Poga oleosa Pierre,Species,11911,61984318,LC,NA,2020,162605,NA,700,NA,29/08/2019,"Hills, R.","Onana, J.-M.",Unknown
4745,Pogonophora letouzeyi,12807692,Pogonophora letouzeyi Feuillet,Species,108181,170123562,LC,NA,2020,55094.06,80.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Wieringa, J.",Stable
4748,Polyceratocarpus microtrichus,1601144,Polyceratocarpus microtrichus (Engl. & Diels) Ghesq. ex Pellegr.,Species,6907,137006179,NT,NA,2021,134941,60,1000,10,08/11/2020,"Texier, N. & StÈvart, T.","Lachenaud, O., Bidault, E., Simo-Droissart, M., Paradis, A.-H. & Andriamahefarivo, L.",Decreasing
4817,Polyceratocarpus parviflorus,1601145,Polyceratocarpus parviflorus (Baker f.) Ghesq.,Species,6908,137006909,LC,NA,2019,1222699.55,160.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Cosiaux, A.",Stable
4821,Polyceratocarpus pellegrinii,1601146,Polyceratocarpus pellegrinii Le Thomas,Species,6909,,,,,,,,,,,,
4822,Polyscias aequatoguineensis,50235875,Polyscias aequatoguineensis Lejoly & Lisowski,Species,58970,173360456,EN,B1ab(iii)+2ab(iii),2021,319,20,800,600,26/05/2020,"Paradis, A.-H., Ikabanga, D.U., Bidault, E., Texier, N. & StÈvart, T.","Hills, R.",Unknown
4830,Polyscias letestui,2200666,Polyscias letestui C. Norman,Species,5425,173360733,EN,B2ab(iii),2021,48048,24,1300,730,24/07/2020,"Paradis, A.-H., StÈvart, T. & Lowry II, P.P.","Texier, N., Bidault, E., Andriamahefarivo, L. & Simo-Droissart, M.",Unknown
4831,Pouteria altissima,50053840,Pouteria altissima (A. Chev.) Baehni,Species,91360,34647,LR/cd,NA,1998,NA,NA,NA,NA,01/01/1998,"African Regional Workshop (Conservation & Sustainable Management of Trees, Zimbabwe, July 1996)",0,NA
4832,Pradosia spinosa,100246606,Pradosia spinosa Ewango & Breteler,Species,92015,200648,VU,B2ab(iii),2021,706311,40,800,280,20/01/2020,"Ewango, C., Simo-Droissart, M. & Tack, W.","StÈvart, T. & Gereau, R.E.",Decreasing
4833,Premna angolensis,33702849,Premna angolensis Gürke,Species,122715,156110907,LC,NA,2020,6285835.54,540.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Cheek, M. & van der Burgt, X.",Stable
4834,Prioria balsamifera,50165590,Prioria balsamifera (Vermoesen) Breteler,Species,71103,33052,EN,A1cd,1998,NA,NA,NA,NA,01/01/1998,"African Regional Workshop (Conservation & Sustainable Management of Trees, Zimbabwe, July 1996)",0,NA
4835,Prioria buchholzii,50165607,Prioria buchholzii (Harms) Breteler,Species,71104,62026859,LC,NA,2019,1478240,NA,NA,NA,25/04/2019,"Hills, R.","Onana, J.-M.",Unknown
4843,Prioria gilbertii,50165610,Prioria gilbertii (J. Léonard) Breteler,Species,71105,62026920,LC,NA,2021,1640488.7,NA,1300,150,10/11/2020,"Simo-Droissart, M. & StÈvart, T.","Lowry II, P.P. & Hills, R.",Decreasing
4844,Prioria joveri,50165611,Prioria joveri (Normand ex Aubrév.) Breteler,Species,71106,45879,VU,B2ab(iii),2004,NA,NA,NA,NA,30/04/2004,"Cheek, M.","Hilton-Taylor, C. & Pollock, C.M. (Red List Programme Office)",Decreasing
4845,Prioria mannii,50165614,Prioria mannii (Baill.) Breteler,Species,71107,62026985,NT,NA,2019,51143,52,200,0,19/07/2019,"Hills, R.","Onana, J.-M.",Decreasing
4846,Prioria oxyphylla,50165617,Prioria oxyphylla (Harms) Breteler,Species,71109,62027002,LC,NA,2019,2260805,NA,NA,NA,08/05/2019,"Hills, R.","Onana, J.-M.",Decreasing
4862,Protomegabaria macrophylla,12804261,Protomegabaria macrophylla Hutch.,Species,108182,174410764,LC,,2022,1081958,160,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
4879,Protomegabaria meiocarpa,50261569,Protomegabaria meiocarpa J. Léonard,Species,108184,174410771,VU,B2ab(iii),2021,625178.6,52,1200,410,03/02/2021,"Simo-Droissart, M. & StÈvart, T.","Hills, R.",Unknown
4880,Protomegabaria stapfiana,12804262,Protomegabaria stapfiana (Beille) Hutch.,Species,108183,143721294,LC,NA,2019,1397762.54,352.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
4893,Pseudagrostistachys africana,12806034,Pseudagrostistachys africana (Müll. Arg.) Pax & K. Hoffm.,Species,177513,32199,VU,A2c; B2ab(iii),2017,NA,NA,NA,NA,30/04/2004,"Cheek, M.","Hilton-Taylor, C. & Pollock, C.M. (Red List Programme Office)",NA
8125,Pseudopachystela oyemensis,50312061,Pseudopachystela oyemensis Aubrév. & Pellegr.,Species,92013,174451345,CR,B2ab(iii),2021,NA,4,700,650,01/12/2020,"Barber·, P., Texier, N. & StÈvart, T.","Hills, R.",Unknown
4895,Pseudospondias longifolia,1300665,Pseudospondias longifolia Engl.,Species,6100,204803667,LC,,2022,1273464,324,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
5476,Pseudospondias microcarpa,1300666,Pseudospondias microcarpa (A. Rich.) Engl.,Species,6101,,,,,,,,,,,,
4904,Psorospermum febrifugum,7801316,Psorospermum febrifugum Spach,Species,10979,146208485,LC,NA,2019,13512846.62,1236.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Smith, P.",Stable
4942,Psorospermum staudtii,7801360,,Species,,,,,,,,,,,,,
4961,Psorospermum tenuifolium,7801315,Psorospermum tenuifolium Hook. f.,Species,10988,143722143,LC,NA,2019,3131315.79,328.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
4965,Psychotria articulata,50073373,Psychotria articulata (Hiern) E.M.A. Petit,Species,86150,147269720,LC,NA,2019,4382491.72,336.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Smith, P.",Stable
5055,Psychotria dermatophylla,50265756,Psychotria dermatophylla (K. Schum.) E. Petit,Species,86227,143718251,LC,NA,2019,732362.10,212.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
5063,Psychotria gilletii,50052165,Psychotria gilletii De Wild.,Species,86266,143712295,LC,NA,2019,1865485.28,364.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
5064,Psychotria guineensis,27909598,Psychotria guineensis E.M.A. Petit,Species,86277,,,,,,,,,,,,
5067,Psychotria venosa,27909405,Psychotria venosa (Hiern) E.M.A. Petit,Species,86538,,,,,,,,,,,,
5069,Psydrax arnoldiana,100248860,Psydrax arnoldiana (De Wild. & T. Durand) Bridson,Species,85224,,,,,,,,,,,,
5070,Psydrax gilletii,100248876,Psydrax gilletii (De Wild.) Bridson,Species,85227,174412799,NT,NA,2021,212976,56,800,300,20/01/2021,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Decreasing
5074,Psydrax moandensis,50199617,Psydrax moandensis Bridson,Species,85236,,,,,,,,,,,,
5075,Psydrax palma,27909457,Psydrax palma (K. Schum.) Bridson,Species,85240,,,,,,,,,,,,
5077,Psydrax parviflora,27909458,Psydrax parviflora (Afzel.) Bridson,Species,174529,103647066,LC,NA,2019,3880672,279,2750,1050,13/09/2016,"Ntore, S., Beentje, H.J., Fischer, E., Kabuye, C., Kalema, J., Kayombo, C., Luke, W.R.Q. & Nshutiyayesu, S.","Gereau, R.E.",Unknown
5091,Psydrax splendens,27909460,Psydrax splendens (K. Schum.) Bridson,Species,85251,174412881,LC,NA,2021,245708,NA,600,10,21/01/2021,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Unknown
5092,Psydrax subcordata,27907031,Psydrax subcordata (DC.) Bridson,Species,174530,,,,,,,,,,,,
5093,Pteleopsis hylodendron,8200425,Pteleopsis hylodendron Mildbr.,Species,674,,,,,,,,,,,,
5094,Pterocarpus mildbraedii,13050590,Pterocarpus mildbraedii Harms,Species,62763,62523,LC,,2022,638923,,,,06/09/2011,IUCN SSC East African Plants Red List Authority,"Hilton-Taylor, C. & Maunder, M.",Unknown
5098,Pterocarpus santalinoides,13032414,Pterocarpus santalinoides L'Hér. ex DC.,Species,62765,33471,LC,NA,2019,22373311.00,2592.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Cheek, M. & van der Burgt, X.",Stable
5099,Pterocarpus soyauxii,13050554,Pterocarpus soyauxii Taub.,Species,62766,,,,,,,,,,,,
5100,Pterocarpus tessmannii,13050574,Pterocarpus tessmannii Harms,Species,62767,161347488,NT,NA,2021,892312,64,NA,NA,08/10/2020,"Hills, R.","StÈvart, T.",Unknown
5107,Pterygota augouardii,100441289,Pterygota augouardii Pellegr.,Species,121090,174399936,CR,B2ab(iii),2021,NA,4,NA,500,12/03/2021,"Bidault, E. & StÈvart, T.","Texier, N., Barber·, P., Paradis, A.-H., Bouka, D.U.G., Simo-Droissart, M. & Ikabanga, D.U.",Unknown
5125,Pterygota bequaertii,30401546,Pterygota bequaertii De Wild.,Species,121091,33059,VU,A1cd,1998,NA,NA,NA,NA,01/01/1998,"Hawthorne, W.",0,NA
5128,Ptychopetalum petiolatum,22900196,Ptychopetalum petiolatum Oliv.,Species,177515,174408435,LC,NA,2021,895564,NA,950,10,30/01/2021,"Paradis, A.-H. & StÈvart, T.","Barber·, P., Texier, N., Ikabanga, D.U. & Bouka, D.U.G.",Unknown
6753,Pycnanthus angolensis,21800155,Pycnanthus angolensis (Welw.) Warb.,Species,177516,61890778,LC,NA,2020,6265998.82,1176.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Cheek, M. & van der Burgt, X.",Stable
5129,Pyrostria affinis,27909910,Pyrostria affinis (Robyns) Bridson,Species,88230,,,,,,,,,,,,
5131,Quassia africana,29400179,Quassia africana (Baill.) Baill.,Species,94666,,,,,,,,,,,,
5139,Quassia gabonensis,29400181,Quassia gabonensis Pierre,Species,94670,,,,,,,,,,,,
5140,Quassia silvestris,100375849,Quassia silvestris Cheek & Jongkind,Species,200736,,,,,,,,,,,,
6921,Radlkofera calodendron,28601455,Radlkofera calodendron Gilg,Species,91258,,,,,,,,,,,,
6924,Raphia gabonica,100475937,"Raphia gabonica Mogue, Sonké & Couvreur",Species,239359,173360796,EN,B2ab(iii),2021,NA,8,230,75,10/06/2020,"Paradis, A.-H., Couvreur, T.L.P., Kamga, S.M., Texier, N. & StÈvart, T.","Hills, R.",Unknown
5143,Raphia hookeri,100250606,Raphia hookeri G. Mann & H. Wendl.,Species,176341,95366666,LC,NA,2018,2706844,304,NA,NA,25/07/2016,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Baker, W.J.",Unknown
5145,Raphia laurentii,100250614,Raphia laurentii De Wild.,Species,33134,95366677,LC,NA,2018,867984,40,NA,NA,25/07/2016,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Baker, W.J.",Unknown
5146,Raphia palma-pinus,100250627,Raphia palma-pinus (Gaertn.) Hutch.,Species,176343,185206,NT,NA,2018,643848,136,NA,NA,02/08/2016,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Baker, W.J.",Decreasing
5148,Raphia textilis,2401082,Raphia textilis Welw.,Species,33120,95366796,LC,NA,2018,861344,20,1000,500,25/07/2016,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Baker, W.J.",Unknown
5165,Raphia zamiana,100475938,"Raphia zamiana Mogue, Sonké & Couvreur",Species,239360,173360855,LC,NA,2021,144106,NA,700,0,31/12/2020,"Paradis, A.-H., Couvreur, T.L.P., Kamga, S.M. & StÈvart, T.","Hills, R.",Unknown
5166,Rauvolfia caffra,1802539,Rauvolfia caffra Sond.,Species,,146221735,LC,NA,2019,12315905.08,976.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Smith, P.",Stable
5167,Rauvolfia letouzeyi,1805921,Rauvolfia letouzeyi Leeuwenb.,Species,71707,170123705,LC,NA,2020,78660.51,128.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Wieringa, J.",Stable
5168,Rauvolfia vomitoria,1805350,Rauvolfia vomitoria Afzel.,Species,71730,144263659,LC,NA,2019,7348706.44,3248.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
5169,Rhabdophyllum affine,22800607,Rhabdophyllum affine Tiegh.,Species,177520,,,,,,,,,,,,
5179,Rhabdophyllum arnoldianum,22800625,Rhabdophyllum arnoldianum (De Wild. & T. Durand) Tiegh.,Species,177519,,,,,,,,,,,,
5181,Rhabdophyllum calophyllum,22800589,Rhabdophyllum calophyllum (Hook. f.) Tiegh.,Species,18073,,,,,,,,,,,,
5182,Rhabdophyllum letestui,50220053,Rhabdophyllum letestui Farron,Species,18074,,,,,,,,,,,,
5183,Rhabdophyllum welwitschii,22800572,Rhabdophyllum welwitschii Tiegh.,Species,18078,,,,,,,,,,,,
5184,Rhaptopetalum belingense,100448739,Rhaptopetalum belingense Letouzey,Species,12228,32092,EN,"B2ab(ii,iii,iv,v)",2020,NA,8,900,650,29/04/2020,"Ikabanga, D.U., Bidault, E., Paradis, A.-H., Texier, N. & StÈvart, T.","Onana, J.-M.",Decreasing
5185,Rhaptopetalum coriaceum,29300010,Rhaptopetalum coriaceum Oliv.,Species,12224,174397971,LC,,2022,952459,168,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
5197,Rhaptopetalum pachyphyllum,29300006,Rhaptopetalum pachyphyllum Engl.,Species,12225,174397870,LC,NA,2021,118731,NA,950,10,27/11/2020,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Unknown
5198,Rhaptopetalum rabiense,100484961,Rhaptopetalum rabiense Kenfack & D. Nguema,Species,,174397917,CR,B1ab(iii)+2ab(iii),2021,4,4,50,20,03/06/2020,"Paradis, A.-H., Texier, N. & StÈvart, T.","Hills, R.",Unknown
5199,Rhaptopetalum sessilifolium,100490471,Rhaptopetalum sessilifolium Engl.,Species,12227,202821,EN,B1ab(iii)+2ab(iii),2020,2180,20,800,700,25/03/2011,"Cheek, M.","Onana, J.-M.",Decreasing
5201,Rhaptopetalum sindarense,29300002,Rhaptopetalum sindarense Pellegr.,Species,12232,32093,LC,,2022,41219,80,NA,NA,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
5223,Rhizophora harrisonii,27600064,Rhizophora harrisonii Leechm.,Species,83730,,,,,,,,,,,,
5226,Rhizophora mangle,27600058,Rhizophora mangle L.,Species,83731,178851,LC,NA,2015,NA,NA,NA,NA,24/03/2007,"Ellison, A., Farnsworth, E. & Moore, G.","Polidoro, B., Livingstone, S. & Carpenter, K.E.",Decreasing
5228,Rhizophora racemosa,27600107,Rhizophora racemosa G. Mey.,Species,83732,178819,LC,NA,2010,NA,NA,NA,NA,22/03/2007,"Ellison, A., Farnsworth, E. & Moore, G.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",Decreasing
5229,Rhodognaphalon lukayense,3900525,Rhodognaphalon lukayense A. Robyns,Species,48475,204810085,LC,,2022,176412,68,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
5231,Ricinodendron heudelotii,12804267,Ricinodendron heudelotii (Baill.) Pierre ex Heckel,Species,174117,62459,LC,NA,2020,4884610,172-429.381,1400,80,14/03/2007,"Beentje, H.J., Gereau, R.E., Hilton-Taylor, C., Howard, G., Kindeketa, W., Luke, W.R.Q., Maunder, M., Mwachala, G., Mwangoka, M., Ndangalasi, H., Njau, E.-F., Schatz, G.E., Siro Masinde, P. & Wilkins, V.L.","Shaw, K.",Unknown
5232,Rinorea abbreviata,100448738,Rinorea abbreviata Achound. & Bos,Species,123529,153248970,CR,B2ab(iii),2020,NA,4,240,240,04/05/2020,"Bidault, E., Paradis, A.-H., Texier, N. & StÈvart, T.","Onana, J.-M.",Unknown
5233,Rinorea albidiflora,33801196,Rinorea albidiflora Engl.,Species,123445,,,,,,,,,,,,
5235,Rinorea angustifolia,33800312,Rinorea angustifolia (Thouars) Baill.,Species,123536,146449084,LC,NA,2020,10679520.31,808.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"von Staden, L. & Hilton-Taylor, C.",Stable
5239,Rinorea angustifolia subsp. engleriana,33801133,Rinorea angustifolia subsp. engleriana (De Wild. & T. Durand) Grey-Wilson,Subspecies,,,,,,,,,,,,,
5241,Rinorea apertior,100448737,Rinorea apertior Achound. & Bos,Species,123528,174470589,EN,B2ab(iii),2021,9063,40,110,30,18/06/2020,"Paradis, A.-H., Texier, N. & StÈvart, T.","Hills, R.",Unknown
5242,Rinorea batesii,50103542,Rinorea batesii Chipp,Species,231436,,,,,,,,,,,,
5247,Rinorea brachypetala,33801093,Rinorea brachypetala (Turcz.) Kuntze,Species,176325,,,,,,,,,,,,
5249,Rinorea campoensis,100445424,Rinorea campoensis M. Brandt,Species,123452,,,,,,,,,,,,
5257,Rinorea cauliflora,100490474,Rinorea cauliflora Kuntze,Species,123576,32204,VU,"A1c, B1+2c",1998,NA,NA,NA,NA,01/01/1998,"Hawthorne, W.",0,NA
5269,Rinorea cerasifolia,50107425,Rinorea cerasifolia M. Brandt,Species,123548,,,,,,,,,,,,
5287,Rinorea dentata,33801091,Rinorea dentata (P. Beauv.) Kuntze,Species,123460,,,,,,,,,,,,
5289,Rinorea ebolowensis,50132511,Rinorea ebolowensis M. Brandt,Species,123550,153250483,VU,"B2ab(i,ii,iii,iv,v)",2021,638704,40,950,15,28/07/2020,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Decreasing
5290,Rinorea kamerunensis,33801090,Rinorea kamerunensis Engl.,Species,123472,,,,,,,,,,,,
5293,Rinorea oblongifolia,33801087,Rinorea oblongifolia (C.H. Wright) Marquand ex Chipp,Species,123486,,,,,,,,,,,,
5308,Rinorea verrucosa,100000357,Rinorea verrucosa Chipp,Species,123511,,,,,,,,,,,,
5309,Rinorea welwitschii,33801124,Rinorea welwitschii Kuntze,Species,176324,62497154,LC,NA,2018,5173648.32,916.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
5310,Rinorea woermanniana,100394850,Rinorea woermanniana (Büttner) Engl.,Species,123589,,,,,,,,,,,,
5312,Ritchiea aprevaliana,5900594,Ritchiea aprevaliana (De Wild. & T. Durand) R. Wilczek,Species,13056,,,,,,,,,,,,
5313,Rothmannia hispida,27900140,Rothmannia hispida (K. Schum.) Fagerl.,Species,88060,143720474,LC,NA,2019,2704307.91,520.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
5314,Rothmannia jollyana,50048427,Rothmannia jollyana N. Hallé,Species,88061,174414857,VU,"B2ab(i,ii,iii,iv,v)",2021,43502,24,600,300,28/05/2020,"Paradis, A.-H., Ikabanga, D.U., Bidault, E., Texier, N. & StÈvart, T.","Hills, R.",Decreasing
5315,Rothmannia lateriflora,50048423,Rothmannia lateriflora (K. Schum.) Keay,Species,88063,,,,,,,,,,,,
6930,Rothmannia liebrechtsiana,50048420,Rothmannia liebrechtsiana (De Wild. & T. Durand) Keay,Species,88066,,,,,,,,,,,,
5318,Rothmannia longiflora,27908381,Rothmannia longiflora Salisb.,Species,88067,153937774,LC,NA,2020,6581800.07,1104.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Timberlake, J.R.",Stable
5319,Rothmannia lujae,50048417,Rothmannia lujae (De Wild.) Keay,Species,88068,143715799,LC,NA,2019,1260983.44,148.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
5321,Rothmannia macrocarpa,50048433,Rothmannia macrocarpa (Hiern) Keay,Species,88070,,,,,,,,,,,,
5364,Rothmannia munsae,100252486,Rothmannia munsae (Schweinf. ex Hiern) E.M.A. Petit,Species,174678,,,,,,,,,,,,
5444,Rothmannia munsae subsp. megalostigma,100252487,Rothmannia munsae subsp. megalostigma (Wernham) Somers,Subspecies,,,,,,,,,,,,,
5494,Rothmannia octomera,27909406,Rothmannia octomera (Hook.) Fagerl.,Species,88080,143715894,LC,NA,2019,2099334.86,400.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
5541,Rothmannia urcelliformis,27909095,Rothmannia urcelliformis (Schweinf. ex Hiern) Bullock ex Robyns,Species,88049,153940394,LC,NA,2020,11537441.98,732.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Timberlake, J.R.",Stable
6759,Rytigynia gracilipetiolata,27909288,Rytigynia gracilipetiolata Robyns,Species,84495,,,,,,,,,,,,
6760,Sacoglottis gabonensis,15800044,Sacoglottis gabonensis (Baill.) Urb.,Species,12110,62019103,LC,NA,2019,2527538,NA,500,0,14/03/2019,"Prance, G.","Oldfield, S.",Decreasing
5547,Salacia eurypetala,50084682,Salacia eurypetala Loes.,Species,78445,173369068,EN,B2ab(iii),2021,NA,8,800,700,09/11/2020,"Simo-Droissart, M., Texier, N. & StÈvart, T.","Hills, R.",Unknown
5574,Salacia loloensis,15600311,Salacia loloensis Loes.,Species,175252,170064334,LC,NA,2020,423301.56,320.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Wieringa, J.",Stable
6807,Samanea leptophylla,13057837,Samanea leptophylla (Harms) Brenan & Brummitt,Species,69957,204810939,LC,,2022,8131668,96,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
5585,Santiria ebo,100490480,Santiria ebo (Pierre) H.J. Lam,Species,7785,,,,,,,,,,,,
5592,Santiria obovata,100490487,Santiria obovata (Pierre) H.J. Lam,Species,7788,,,,,,,,,,,,
5593,Santiria trimera,4700362,Santiria trimera (Oliv.) Aubrév.,Species,7784,143717236,LC,NA,2019,2463171.49,740.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
